id_min|id_max|masters
258702|264868|512651,1333271
23165|264868|512651,1333271
251769|264868|512651,1333271
255563|264868|512651,1333271
30486|264868|512651
251778|264868|512651
64694|264868|512651
258459|264868|512651,1333271
258702|599630|512651
23165|599630|512651
251769|599630|512651
255563|599630|512651
30486|599630|512651
251778|599630|512651
64694|599630|512651
258459|599630|512651
23165|258702|512651,1333271
251769|258702|512651,1333271
255563|258702|512651,1333271
30486|258702|512651
251778|258702|512651
64694|258702|512651
258459|258702|512651,1333271
23165|251769|512651,1333271
23165|255563|512651,1333271
23165|30486|512651
23165|251778|512651
23165|64694|512651
23165|258459|512651,1333271
251769|255563|512651,1333271
30486|251769|512651
251769|251778|512651
64694|251769|512651
251769|258459|512651,1333271
30486|255563|512651
251778|255563|512651
64694|255563|512651
255563|258459|512651,1333271
30486|251778|512651
30486|64694|512651
30486|258459|512651
64694|251778|512651
251778|258459|512651
64694|258459|512651
254975|295642|142702
218046|254975|142702
217242|254975|142702
218046|295642|142702
217242|295642|142702
217242|218046|142702
263441|349615|1114718
271155|349615|1114718
57626|349615|1114718
315729|349615|1114718
252610|349615|1114718
307498|349615|1114718
263441|271155|1114718
57626|263441|1114718
263441|315729|1114718
252610|263441|1114718
263441|307498|1114718
57626|271155|1114718
271155|315729|1114718
252610|271155|1114718
271155|307498|1114718
57626|315729|1114718
57626|252610|1114718
57626|307498|1114718
252610|315729|1114718
307498|315729|1114718
252610|307498|1114718
252748|595653|355922
145256|252748|355922
216498|252748|355922
145256|595653|355922
216498|595653|355922
145256|216498|355922
242087|253717|769289
242087|264979|769289
242087|362878|769289
242087|808892|769289
242087|1400430|769289
242087|327296|769289
53001|242087|769289
242087|338116|769289
242087|362877|769289
253717|264979|769289
253717|362878|769289
253717|808892|769289
253717|1400430|769289
253717|327296|769289
53001|253717|769289
253717|338116|769289
253717|362877|769289
264979|362878|769289
264979|808892|769289
264979|1400430|769289
264979|327296|769289
53001|264979|769289
264979|338116|769289
264979|362877|769289
362878|808892|769289
362878|1400430|769289
327296|362878|769289
53001|362878|769289
338116|362878|769289
362877|362878|769289
808892|1400430|769289
327296|808892|769289
53001|808892|769289
338116|808892|769289
362877|808892|769289
327296|1400430|769289
53001|1400430|769289
338116|1400430|769289
362877|1400430|769289
53001|327296|769289
327296|338116|769289
327296|362877|769289
53001|338116|769289
53001|362877|769289
338116|362877|769289
29958|253445|896481
29958|257251|896481
29958|463696|896481
29958|259082|896481
253445|257251|896481
253445|463696|896481
253445|259082|896481
257251|463696|896481
257251|259082|896481
259082|463696|896481
262160|274396|618301
262160|277632|618301
274396|277632|618301
1211627|3973593|1113093
59407|1211627|1113093
59407|3973593|1113093
253777|323953|2192899
285231|323953|2192899
323953|1267550|2192899
254394|323953|2192899
323953|516438|2192899
323953|1268428|2192899
253777|285231|2192899
253777|1267550|2192899
253777|254394|2192899
253777|516438|2192899
253777|1268428|2192899
285231|1267550|2192899
254394|285231|2192899
285231|516438|2192899
285231|1268428|2192899
254394|1267550|2192899
516438|1267550|2192899
1267550|1268428|2192899
254394|516438|2192899
254394|1268428|2192899
516438|1268428|2192899
