id|title|year|url|thumb_image|cover_image|status
272392|Dave Brubeck - We're All Together Again For The First Time|1973|/master/272392-Dave-Brubeck-Were-All-Together-Again-For-The-First-Time|https://i.discogs.com/OhLLWV9td-_k1ug-ePD_loB6Q_Rp6lDrc--rIY6_lsI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2ODY4/NTYtMTMyOTMwMTY3/MS5qcGVn.jpeg|https://i.discogs.com/hdJNuchQkFaXCHfi8Xmz3x9SQfgd8djtC9lAmDN6gGA/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2ODY4/NTYtMTMyOTMwMTY3/MS5qcGVn.jpeg|ok
72372|Freddie Hubbard - Hub Cap|1961|/master/72372-Freddie-Hubbard-Hub-Cap|https://i.discogs.com/XTBU0jw0jeMbqj4miKIMB9W0oDbBry8Ezx7D21Ng-cc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzOTUy/MjAtMTMyODczMDgx/My5qcGVn.jpeg|https://i.discogs.com/6I4NbKco8BOMBFv_tAtP-Fj1RYO3KAt5tvqF3wGb5b4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzOTUy/MjAtMTMyODczMDgx/My5qcGVn.jpeg|ok
269219|Clifford Brown - Clifford Brown With Strings|1955|/master/269219-Clifford-Brown-Clifford-Brown-With-Strings|https://i.discogs.com/mwC8ZJcgJ0r8-LCE-YqnmR3Htw7B-kJKEcoR_boaQOk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3Mjcx/NDYtMTYyNzQyMzEy/OC02NjAyLmpwZWc.jpeg|https://i.discogs.com/a_fknpjxv-rvbB1SSjFZDzG1IWanYvhuYVp2vM3qe4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3Mjcx/NDYtMTYyNzQyMzEy/OC02NjAyLmpwZWc.jpeg|ok
174534|Jay Jay Johnson* - The Eminent Jay Jay Johnson Volume 2|1956|/master/174534-Jay-Jay-Johnson-The-Eminent-Jay-Jay-Johnson-Volume-2|https://i.discogs.com/19UlV7_TG13wWX9sQrlNudcZB0MPwGhyzgSgWX7StFU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5OTUy/NjAtMTQ3Nzk4NjAy/NC0zOTk3LmpwZWc.jpeg|https://i.discogs.com/9fGJnXkomXrPKl8L26-wPMpoMAqbXelxNhX9mdT4tdI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5OTUy/NjAtMTQ3Nzk4NjAy/NC0zOTk3LmpwZWc.jpeg|compilation
123553|Stan Getz / Dizzy Gillespie / Sonny Stitt - For Musicians Only|1957|/master/123553-Stan-Getz-Dizzy-Gillespie-Sonny-Stitt-For-Musicians-Only|https://i.discogs.com/Yz0TQGCPNo_f2MC8PAk8XuegXG81oYGo6ufwuPlMSKE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1Nzc3/MTctMTQzODAyNjU0/NC0zOTM2LmpwZWc.jpeg|https://i.discogs.com/R2y0x_DMZBN8O4CfVSnSNYvjPvkhA8zmBHFJmGIdwHM/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1Nzc3/MTctMTQzODAyNjU0/NC0zOTM2LmpwZWc.jpeg|ok
178116|Milt Jackson, Frank Wess, Kenny Clarke, Hank Jones, Eddie Jones - Opus De Jazz|1955|/master/178116-Milt-Jackson-Frank-Wess-Kenny-Clarke-Hank-Jones-Eddie-Jones-Opus-De-Jazz|https://i.discogs.com/mVOhsqj5CJHMyjrpgQZYweRPLYuXXVyjYKBYtyPAEyI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3NjUx/MDMtMTM0MzUwMTI5/NS01NTU0LmpwZWc.jpeg|https://i.discogs.com/HcOqdqIwMD8TJLB482xPjHAFDJmz1fX6GowC3fpf7nM/rs:fit/g:sm/q:90/h:320/w:318/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3NjUx/MDMtMTM0MzUwMTI5/NS01NTU0LmpwZWc.jpeg|ok
332128|Joe Pass - Intercontinental|1971|/master/332128-Joe-Pass-Intercontinental|https://i.discogs.com/UH3MLaK8Z1C2lof14Mw4-qWfIGOU8v6f42NmCzYtZFc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxOTEy/NTgtMTMxOTgyMTkw/MC5qcGVn.jpeg|https://i.discogs.com/vND_AXBiv_a6gMYunW1NV18FxbXJLlScjyZklFPQx8U/rs:fit/g:sm/q:90/h:600/w:591/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxOTEy/NTgtMTMxOTgyMTkw/MC5qcGVn.jpeg|ok
372610|Horace Parlan - Us Three|1960|/master/372610-Horace-Parlan-Us-Three|https://i.discogs.com/ByTcBIe0IScI6grOEzcHmdgFWz_96iK3fzgeZFj53Zc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzOTM1/MzItMTMyODY2Mzc3/NS5qcGVn.jpeg|https://i.discogs.com/zJkNj4nFlrRKYGMx59bDcyReE3dRhHKhMhmLmnPGScg/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzOTM1/MzItMTMyODY2Mzc3/NS5qcGVn.jpeg|ok
260684|Dizzy Gillespie - The Champ|1956|/master/260684-Dizzy-Gillespie-The-Champ|https://i.discogs.com/8DdRUO_M6UF9n8-A4tjir_4ot64NoI7RSbiFb1j4bNg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2NjI2/NTMtMTU3OTE4MTM3/NS0yODc1LmpwZWc.jpeg|https://i.discogs.com/dr5KSV1as2qnq-ZBitvvSqtMAi9wLPhgdueVcePkXrQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2NjI2/NTMtMTU3OTE4MTM3/NS0yODc1LmpwZWc.jpeg|compilation
533324|The Dave Brubeck Quartet - Brubeck On Campus|1972|/master/533324-The-Dave-Brubeck-Quartet-Brubeck-On-Campus|https://i.discogs.com/Doq78Ih7RT8rKPrNscKCoNAFXdWE6yqbPe2MwbHpQhA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTY1/OTYtMTUzMTA1OTEy/MS04ODE4LmpwZWc.jpeg|https://i.discogs.com/mrdZi8w06q5y9-ZzSgRndAI0gIyyhmgo_UX0wg2iIPY/rs:fit/g:sm/q:90/h:603/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTY1/OTYtMTUzMTA1OTEy/MS04ODE4LmpwZWc.jpeg|compilation
